type,url,slug,new_description,char_len,reason,gsc_clicks
tag,https://www.thethreedrinkers.com/magazine-content/tag/Horchata%20Con%20Ron%20%28El%20Salvador%29,Horchata Con Ron (El Salvador),"Horchata Con Ron is El Salvador's most beloved drink — sweet, spiced and surprisingly complex. Here's the recipe and what makes it so special.",142,generated,289
tag,https://www.thethreedrinkers.com/magazine-content/tag/what%20is%20the%20right%20glass%20for%20orange%20wine,what is the right glass for orange wine,Orange wine sits between white and red in style — and the right glass is somewhere between the two. Here's what works best and why.,131,generated,289
tag,https://www.thethreedrinkers.com/magazine-content/tag/Comte de Senneval,Comte de Senneval,Comte de Senneval is a Champagne worth knowing about. Here's a full tasting note and honest review of this producer's key bottles.,130,generated,289
tag,https://www.thethreedrinkers.com/magazine-content/tag/does%20sparkling%20water%20go%20with%20gin,does sparkling water go with gin,Sparkling water as a gin mixer sounds too simple — but is it actually good? Here's an honest verdict and when to use it instead of tonic.,137,generated,288
tag,https://www.thethreedrinkers.com/magazine-content/tag/Hot alcoholic drinks,Hot alcoholic drinks,Hot cocktails deserve more love. Here are the best hot alcoholic drinks to make — from Irish Coffee to mulled wine and everything in between.,141,generated,285
tag,https://www.thethreedrinkers.com/magazine-content/tag/Do%20Chinese%20people%20drink%20sake%3F,Do Chinese people drink sake?,Sake is Japanese — so why do some people associate it with Chinese culture? Here's the truth about sake's origins and what China actually drinks.,145,generated,284
article,https://www.thethreedrinkers.com/magazine-content/which-is-the-driest-style-of-prosecco-guide-to-prosecco-styles,which-is-the-driest-style-of-prosecco-guide-to-prosecco-styles,"Extra Brut, Brut, Extra Dry, Dry — Prosecco labels confuse everyone. Helena Nicklin decodes every sweetness level so you know exactly what you're buying.",153,generated,281
tag,https://www.thethreedrinkers.com/magazine-content/tag/which%20whisky%20should%20I%20invest%20in%3F,which whisky should I invest in?,Not all whisky appreciates in value — here's an honest guide to which bottles are worth buying as an investment and which aren't.,129,generated,278
tag,https://www.thethreedrinkers.com/magazine-content/tag/Are%20there%20really%20only%20five%20original%20cocktails%3F,Are there really only five original cocktails?,"The theory says every cocktail is a variation of just five originals. Here's what they are, whether it's true and how every drink traces back to them.",150,generated,276
tag,https://www.thethreedrinkers.com/magazine-content/tag/best%20supermarket%20ciders,best supermarket ciders,The UK's supermarkets stock a surprising range of excellent cider. Here are the best bottles and cans to pick up on your next shop.,131,generated,274
tag,https://www.thethreedrinkers.com/magazine-content/tag/How%20does%20a%20Caipirinha%20differ%20from%20a%20Daiquiri%3F,How does a Caipirinha differ from a Daiquiri?,"Both are rum-adjacent, both are refreshing — so what actually separates a Caipirinha from a Daiquiri? Here's the full breakdown.",128,generated,272
tag,https://www.thethreedrinkers.com/magazine-content/tag/best brandy under £50,best brandy under £50,You don't need to spend a fortune on great brandy. Here are the best bottles under £50 — from Armagnac to Cognac to lesser-known gems worth finding.,148,generated,270
tag,https://www.thethreedrinkers.com/magazine-content/tag/which plum wine to buy,which plum wine to buy,Plum wine ranges from sickly sweet to genuinely complex. Here's a guide to the best bottles available in the UK and how to drink each one.,138,generated,268
tag,https://www.thethreedrinkers.com/magazine-content/tag/How%20long%20does%20vermouth%20keep%20once%20the%20bottle%20is%20opened%3F,How long does vermouth keep once the bottle is opened?,Opened vermouth needs proper storage or it goes stale fast. Here's exactly how long it keeps in the fridge and the right way to store it.,137,generated,262
tag,https://www.thethreedrinkers.com/magazine-content/tag/Tobi%20Masa%20review%20London,Tobi Masa review London,Tobi Masa is a London venue with serious drinks credentials. Here's a full review of the cocktail menu and what makes it worth visiting.,136,generated,260
tag,https://www.thethreedrinkers.com/magazine-content/tag/Edinburgh,Edinburgh,"Edinburgh is one of the world's great drinking cities. Here's everything The Three Drinkers have written about its bars, distilleries and drinks scene.",151,generated,260
article,https://www.thethreedrinkers.com/magazine-content/one-drink-three-ways-remy-martin-vsop-cognac,one-drink-three-ways-remy-martin-vsop-cognac,"Many people may still be of the impression that cognac is just for old men playing Boules in the south of France, but they would be wrong.",138,auto-truncated,259
tag,https://www.thethreedrinkers.com/magazine-content/tag/ALDI%20Austin%27s%20Classic%20Summer%20Punch%20Spirit%20Drink,ALDI Austin's Classic Summer Punch Spirit Drink,Aldi's Austin's Classic Summer Punch is one of the supermarket's most popular summer drinks. Here's an honest review of the full-size bottle.,141,generated,258
tag,https://www.thethreedrinkers.com/magazine-content/tag/Rum and tonic water,Rum and tonic water,Rum and tonic water is a surprisingly refreshing combination that most people have never tried. Here's how to make it and which rum to use.,139,generated,256
tag,https://www.thethreedrinkers.com/magazine-content/tag/best aldi wines,best aldi wines,"From everyday bottles to Champagne, Aldi's wine selection is consistently impressive. Here are the best buys to pick up on your next visit.",139,generated,250
tag,https://www.thethreedrinkers.com/magazine-content/tag/best%20rated%20wines%20in%20tesco%202024,best rated wines in tesco 2024,"The best wines in Tesco right now, across every style and price point — tried, tasted and honestly reviewed for 2024.",117,generated,248
tag,https://www.thethreedrinkers.com/magazine-content/tag/what%20does%20james%20bond%20drink%20in%20the%20books%3F,what does james bond drink in the books?,James Bond's drinks in Ian Fleming's novels are very different from the films. Here's exactly what 007 orders across all the original books.,140,generated,247
tag,https://www.thethreedrinkers.com/magazine-content/tag/rum%20producing%20countries,rum producing countries,Rum is made everywhere from the Caribbean to Australia. Here's a guide to every major rum-producing country and what makes each one's style distinct.,149,generated,244
article,https://www.thethreedrinkers.com/magazine-content/best-whisky-for-sunny-weather,best-whisky-for-sunny-weather,Over the last few weeks the sun has come out to play. I find that my tastes in whisky change a little with the seasons.,119,auto-truncated,242
tag,https://www.thethreedrinkers.com/magazine-content/tag/no-lo advent calendar,no-lo advent calendar,No and low alcohol advent calendars have genuinely improved. Here are the best alcohol-free and low-ABV advent calendars available this year.,141,generated,241
tag,https://www.thethreedrinkers.com/magazine-content/tag/should%20you%20add%20salt%20to%20your%20ice%20bucket%3F,should you add salt to your ice bucket?,Adding salt to an ice bucket speeds up chilling dramatically. Here's exactly how it works and the right technique to chill a bottle in minutes.,143,generated,240
tag,https://www.thethreedrinkers.com/magazine-content/tag/Gabyr functional beer,Gabyr functional beer,"Gabyr is a functional beer doing something unusual. Here's an honest review of what it tastes like, what it claims to do and whether it works.",142,generated,239
tag,https://www.thethreedrinkers.com/magazine-content/tag/Rum and orange juice,Rum and orange juice,"Rum and orange juice is a classic, underrated combination. Here's the best way to make it, which rum to use and how to take it further.",135,generated,238
tag,https://www.thethreedrinkers.com/magazine-content/tag/strange%20alcoholic%20drinks,strange alcoholic drinks,The world of alcohol contains some genuinely bizarre creations. Here are the strangest drinks you can actually buy — and the ones worth trying.,143,generated,237
tag,https://www.thethreedrinkers.com/magazine-content/tag/Classic%20cocktail%20families,Classic cocktail families,Most cocktails belong to a small number of classic families. Here's how to understand cocktail construction by mastering the families first.,140,generated,236
tag,https://www.thethreedrinkers.com/magazine-content/tag/What%20is%20the%20best%20orange-flavoured%20vodka%3F,What is the best orange-flavoured vodka?,Orange vodka ranges from artificially sweet to genuinely sophisticated. Here are the best bottles available in the UK right now.,128,generated,236
tag,https://www.thethreedrinkers.com/magazine-content/tag/the%20best%20sweet%20vermouths%20for%20a%20negroni,the best sweet vermouths for a negroni,The sweet vermouth in your Negroni changes everything. Here's a guide to the best bottles to use and how each one shifts the drink's character.,143,generated,232
tag,https://www.thethreedrinkers.com/magazine-content/tag/best amaretto,best amaretto,Amaretto ranges from cheap and cloying to genuinely complex. Here are the best amaretto bottles available in the UK right now.,126,generated,230
tag,https://www.thethreedrinkers.com/magazine-content/tag/alcoholic%20advent%20calendars,alcoholic advent calendars,Boozy advent calendars are now one of the best Christmas gift categories. Here are the best ones to buy this year across every spirit category.,143,generated,229
tag,https://www.thethreedrinkers.com/magazine-content/tag/Rum and lemonade,Rum and lemonade,"Rum and lemonade is one of the simplest, most refreshing long drinks you can make. Here's the best rum to use and how to build the perfect serve.",145,generated,224
tag,https://www.thethreedrinkers.com/magazine-content/tag/8%20Seriously%20Smooth%20Vodkas%20You%20Need%20To%20Try,8 Seriously Smooth Vodkas You Need To Try,The smoothest vodkas are the ones that slip past you dangerously easily. Here are eight genuinely smooth bottles worth tracking down and trying.,144,generated,223
tag,https://www.thethreedrinkers.com/magazine-content/tag/what%20is%20the%20best%20gin%20in%20uk%20supermarket%3F,what is the best gin in uk supermarket?,The UK's supermarkets now stock genuinely excellent gins at great prices. Here's which supermarket gin is actually worth buying right now.,138,generated,223
